code_type,code,description,reason
UCC,440110,SHOE REPAIR AND OTHER SHOE SERVICE,SERVICE (excluded from matching)
UCC,440130,"ALTERATION, REPAIR AND TAILORING OF APPAREL AND",SERVICE (excluded from matching)
UCC,440140,CLOTHING RENTAL,SERVICE (excluded from matching)
UCC,440150,WATCH AND JEWELRY REPAIR,SERVICE (excluded from matching)
UCC,450210,NEW TRUCKS,No HS6 match found above confidence threshold
UCC,450220,NEW MOTORCYCLES,No HS6 match found above confidence threshold
UCC,450351,EXTRA FEES FOR CAR/TRUCK LEASE,No HS6 match found above confidence threshold
UCC,450352,TRADE IN ALLOWANCE FOR CAR/TRUCK LEASE,No HS6 match found above confidence threshold
UCC,450354,TERMINATION FEE FOR CAR/TRUCK LEASE,No HS6 match found above confidence threshold
UCC,470111,GASOLINE,SERVICE (excluded from matching)
UCC,470113,GASOLINE ON OUT-OF-TOWN TRIPS,SERVICE (excluded from matching)
UCC,470211,MOTOR OIL,No HS6 match found above confidence threshold
UCC,470212,MOTOR OIL ON OUT-OF-TOWN TRIPS,No HS6 match found above confidence threshold
UCC,470220,"COOLANT, BRAKE FLUID, TRANSMISSION FLUID, AND OTHER",No HS6 match found above confidence threshold
UCC,480110,"TIRES - PURCHASED, REPLACED, INSTALLED",No HS6 match found above confidence threshold
UCC,480212,VEHICLE PRODUCTS AND CLEANING SERVICES,SERVICE (excluded from matching)
UCC,490000,"MISC. AUTO REPAIR, SERVICING",SERVICE (excluded from matching)
UCC,490300,VEHICLE OR ENGINE REPAIRS,SERVICE (excluded from matching)
UCC,490311,MOTOR TUNE-UP,No HS6 match found above confidence threshold
UCC,490312,"LUBE, OIL CHANGE, AND OIL FILTERS",No HS6 match found above confidence threshold
UCC,490313,"FRONT-END ALIGNMENT, WHEEL BALANCE AND ROTATION",No HS6 match found above confidence threshold
UCC,490316,"GAS TANK REPAIR, REPLACEMENT",SERVICE (excluded from matching)
UCC,490318,REPAIR TIRES AND OTHER REPAIR WORK,SERVICE (excluded from matching)
UCC,490900,AUTO REPAIR SERVICE POLICY,SERVICE (excluded from matching)
UCC,500110,VEHICLE INSURANCE,SERVICE (excluded from matching)
UCC,510110,AUTOMOBILE FINANCE CHARGES,SERVICE (excluded from matching)
UCC,510901,TRUCK FINANCE CHARGES,SERVICE (excluded from matching)
UCC,510902,MOTORCYCLE AND PLANE FINANCE CHARGES,SERVICE (excluded from matching)
UCC,520110,VEHICLE REGISTRATION STATE/LOCAL,No HS6 match found above confidence threshold
UCC,520410,VEHICLE INSPECTION,No HS6 match found above confidence threshold
UCC,520516,AUTO/TRUCK RENTAL,SERVICE (excluded from matching)
UCC,520517,"AUTO/TRUCK RENTAL, OUT-OF-TOWN TRIPS",SERVICE (excluded from matching)
UCC,520532,"PARKING FEES, OUT-OF-TOWN TRIPS",No HS6 match found above confidence threshold
UCC,520541,TOLLS OR ELECTRONIC TOLL PASSES,No HS6 match found above confidence threshold
UCC,520542,TOLLS ON OUT-OF-TOWN TRIPS,No HS6 match found above confidence threshold
UCC,520902,MOTORCYCLE RENTAL,SERVICE (excluded from matching)
UCC,520904,RENTAL NONCAMPER TRAILER,SERVICE (excluded from matching)
UCC,520905,"MOTORCYCLE RENTAL, OUT-OF-TOWN TRIPS",SERVICE (excluded from matching)
UCC,520907,BOAT AND TRAILER RENTAL OUT-OF-TOWN TRIPS,SERVICE (excluded from matching)
UCC,530110,AIRLINE FARES,No HS6 match found above confidence threshold
UCC,530210,INTERCITY BUS FARES,No HS6 match found above confidence threshold
UCC,530311,INTRACITY MASS TRANSIT FARES,No HS6 match found above confidence threshold
UCC,530312,LOCAL TRANS. ON OUT-OF-TOWN TRIPS,No HS6 match found above confidence threshold
UCC,530411,TAXI FARES AND LIMOUSINE SERVICES ON TRIPS,SERVICE (excluded from matching)
UCC,530412,TAXI FARES AND LIMOUSINE SERVICES,SERVICE (excluded from matching)
UCC,530510,INTERCITY TRAIN FARES,No HS6 match found above confidence threshold
UCC,530901,SHIP FARES,No HS6 match found above confidence threshold
UCC,530902,SCHOOL BUS,No HS6 match found above confidence threshold
UCC,540000,PRESCRIPTION DRUGS,No HS6 match found above confidence threshold
UCC,550210,NONPRESCRIPTION DRUGS,No HS6 match found above confidence threshold
UCC,550310,TOPICALS AND DRESSINGS,No HS6 match found above confidence threshold
UCC,550320,MEDICAL EQUIPMENT FOR GENERAL USE,No HS6 match found above confidence threshold
UCC,550330,SUPPORTIVE AND CONVALESCENT MEDICAL EQUIPMENT,No HS6 match found above confidence threshold
UCC,560110,PHYSICIAN''S SERVICES,SERVICE (excluded from matching)
UCC,560210,DENTAL SERVICES,SERVICE (excluded from matching)
UCC,560310,EYECARE SERVICES,SERVICE (excluded from matching)
UCC,560400,SERVICE BY PROFESSIONALS OTHER THAN PHYSICIAN (THRU,SERVICE (excluded from matching)
UCC,560410,NON PHYSICIAN SERVICES INSIDE HOME,SERVICE (excluded from matching)
UCC,560420,NON PHYSICIAN SERVICES OUTSIDE HOME (NEW UCC Q20172),SERVICE (excluded from matching)
UCC,570111,HOSPITAL ROOM AND SERVICES,SERVICE (excluded from matching)
UCC,570220,CARE IN CONVALESCENT OR NURSING HOME,No HS6 match found above confidence threshold
UCC,570230,OTHER MEDICAL CARE SERVICES,SERVICE (excluded from matching)
UCC,570240,MEDICAL CARE IN RETIREMENT COMMUNITY,SERVICE (excluded from matching)
UCC,570901,RENTAL OF MEDICAL EQUIPMENT,SERVICE (excluded from matching)
UCC,570902,REPAIR OF MEDICAL EQUIPMENT,SERVICE (excluded from matching)
UCC,570903,"RENTAL OF SUPPORTIVE, CONVALESCENT MEDICAL EQUIPMENT",SERVICE (excluded from matching)
UCC,580115,FEE FOR SERVICE HEALTH PLAN (NOT BCBS),SERVICE (excluded from matching)
UCC,580116,FEE FOR SERVICE HEALTH PLAN (BCBS),SERVICE (excluded from matching)
UCC,580311,HEALTH MAINTENANCE ORGANIZATION (NOT BCBS),SERVICE (excluded from matching)
UCC,580312,HEALTH MAINTENANCE ORGANIZATION (BCBS),SERVICE (excluded from matching)
UCC,580400,LONG TERM CARE INSURANCE (THRU Q20171),SERVICE (excluded from matching)
UCC,580401,LONG TERM CARE INSURANCE (NOT BCBS),SERVICE (excluded from matching)
UCC,580402,LONG TERM CARE INSURANCE (BCBS) (NEW UCC Q20172),SERVICE (excluded from matching)
UCC,580411,DENTAL CARE INSURANCE (NOT BCBS) (NEW UCC Q20172),SERVICE (excluded from matching)
UCC,580412,DENTAL CARE INSURANCE (BCBS) (NEW UCC Q20172),SERVICE (excluded from matching)
UCC,580421,PRESCRIPTION DRUG INSURANCE (NOT BCBS) (NEW UCC,SERVICE (excluded from matching)
UCC,580422,PRESCRIPTION DRUG INSURANCE (BCBS) (NEW UCC Q20172),SERVICE (excluded from matching)
UCC,580431,VISION CARE INSURANCE (NOT BCBS) (NEW UCC Q20172),SERVICE (excluded from matching)
UCC,580432,VISION CARE INSURANCE (BCBS) (NEW UCC Q20172),SERVICE (excluded from matching)
UCC,580441,OTHER SINGLE SERVICE INSURANCE (NOT BCBS),SERVICE (excluded from matching)
UCC,580442,OTHER SINGLE SERVICE INSURANCE (BCBS) (NEW UCC,SERVICE (excluded from matching)
UCC,580905,OTHER HEALTH INSURANCE (NOT BCBS) (THRU Q20171),SERVICE (excluded from matching)
UCC,580906,OTHER HEALTH INSURANCE (BCBS) (THRU Q20171),SERVICE (excluded from matching)
UCC,580908,MEDICAID PREMIUMS (NEW UCC Q20172),No HS6 match found above confidence threshold
UCC,580909,TRICARE/MILITARY PREMIUMS (NEW UCC Q20172),No HS6 match found above confidence threshold
UCC,580910,CHILDREN''S HEALTH INSURANCE PROGRAM (CHIP) PREMIUMS,SERVICE (excluded from matching)
UCC,590900,NEWSLETTERS,No HS6 match found above confidence threshold
UCC,600122,TRAILER AND OTHER ATTACHABLE CAMPERS,No HS6 match found above confidence threshold
UCC,600141,PURCHASE OF MOTORIZED CAMPER,No HS6 match found above confidence threshold
UCC,600142,PURCHASE OF OTHER VEHICLE,No HS6 match found above confidence threshold
UCC,600311,"BIKE SHARING, E-SCOOTERS (NEW UCC Q20192)",No HS6 match found above confidence threshold
UCC,600901,WATER SPORTS EQUIPMENT,SERVICE (excluded from matching)
UCC,600903,GLOBAL POSITIONING SYSTEM DEVICES,No HS6 match found above confidence threshold
UCC,610110,"TOYS, GAMES, ARTS AND CRAFTS, AND TRICYCLES",No HS6 match found above confidence threshold
UCC,610900,"RECREATION EXPENSES, OUT-OF-TOWN TRIPS",No HS6 match found above confidence threshold
UCC,610902,SOUVENIRS,No HS6 match found above confidence threshold
UCC,620111,"SOCIAL, RECREATION, HEALTH CLUB MEMBERSHIP",No HS6 match found above confidence threshold
UCC,620112,CREDIT CARD MEMBERSHIPS,No HS6 match found above confidence threshold
UCC,620114,AUTOMOBILE SERVICE CLUBS AND GPS SERVICES,SERVICE (excluded from matching)
UCC,620115,SHOPPING CLUB MEMBERSHIP FEES,No HS6 match found above confidence threshold
UCC,620122,"PARTICIPANT SPORTS, OUT-OF-TOWN TRIPS",No HS6 match found above confidence threshold
UCC,620212,"MOVIE, OTHER ADMISSIONS, OUT-OF-TOWN TRIPS",No HS6 match found above confidence threshold
UCC,620213,"PLAY, THEATER, OPERA, CONCERT",No HS6 match found above confidence threshold
UCC,620214,"MOVIES, PARKS, MUSEUMS (THRU Q20171)",No HS6 match found above confidence threshold
UCC,620215,TICKETS TO MOVIES,No HS6 match found above confidence threshold
UCC,620216,TICKETS TO PARKS OR MUSEUMS (NEW UCC Q20172),No HS6 match found above confidence threshold
UCC,620222,"ADMISSION TO SPORTS EVENTS, OUT-OF-TOWN TRIPS",No HS6 match found above confidence threshold
UCC,620310,FEES FOR RECREATIONAL LESSONS,No HS6 match found above confidence threshold
UCC,620320,PHOTOGRAPHER FEES,No HS6 match found above confidence threshold
UCC,620410,PET SERVICES,SERVICE (excluded from matching)
UCC,620420,VET SERVICES,SERVICE (excluded from matching)
UCC,620903,"OTHER ENTERTAINMENT SERVICES, OUT-OF-TOWN TRIPS",SERVICE (excluded from matching)
UCC,620904,RENTAL AND REPAIR OF MUSICAL INSTRUMENTS,SERVICE (excluded from matching)
UCC,620905,REPAIR AND RENTAL OF PHOTOGRAPHIC EQUIPMENT,SERVICE (excluded from matching)
UCC,620906,RENTAL OF BOAT,SERVICE (excluded from matching)
UCC,620908,RENTAL AND REPAIR OF MISCELLANEOUS SPORTS EQUIPMENT,SERVICE (excluded from matching)
UCC,620909,RENTAL OF CAMPERS ON OUT-OF-TOWN TRIPS,SERVICE (excluded from matching)
UCC,620912,"RENTAL OF VIDEO CASSETTES, TAPES, FILMS, AND DISCS",SERVICE (excluded from matching)
UCC,620917,RENTAL OF VIDEO HARDWARE/ACCESSORIES,SERVICE (excluded from matching)
UCC,620918,RENTAL OF VIDEO SOFTWARE,SERVICE (excluded from matching)
UCC,620919,RENTAL OF OTHER VEHICLES ON OUT-OF-TOWN TRIPS,SERVICE (excluded from matching)
UCC,620921,RENTAL OF MOTORIZED CAMPER,SERVICE (excluded from matching)
UCC,620922,RENTAL OF OTHER RV''S,SERVICE (excluded from matching)
UCC,620925,MISCELLANEOUS FEES,No HS6 match found above confidence threshold
UCC,620926,LOTTERIES AND PARI-MUTUEL LOSSES,No HS6 match found above confidence threshold
UCC,620930,ONLINE GAMING SERVICES,SERVICE (excluded from matching)
UCC,630900,MARIJUANA,No HS6 match found above confidence threshold
UCC,640430,ADULT DIAPERS,No HS6 match found above confidence threshold
UCC,650310,PERSONAL CARE SERVICES,SERVICE (excluded from matching)
UCC,650900,REPAIR OF PERSONAL CARE APPLIANCES,SERVICE (excluded from matching)
UCC,660310,ENCYCLOPEDIA AND OTHER SETS OF REFERENCE BOOKS,No HS6 match found above confidence threshold
UCC,670110,COLLEGE TUITION,SERVICE (excluded from matching)
UCC,670210,ELEMENTARY AND HIGH SCHOOL TUITION,SERVICE (excluded from matching)
UCC,670310,"DAY CARE CENTERS, NURSERY, AND PRESCHOOLS",No HS6 match found above confidence threshold
UCC,670410,VOCATIONAL AND TECHNICAL SCHOOL TUITION,SERVICE (excluded from matching)
UCC,670901,OTHER SCHOOLS TUITION,SERVICE (excluded from matching)
UCC,670902,OTHER SCHOOL EXPENSES INCLUDING RENTALS,SERVICE (excluded from matching)
UCC,670903,"TEST PREPARATION, TUTORING SERVICES",SERVICE (excluded from matching)
UCC,680140,FUNERAL EXPENSES,No HS6 match found above confidence threshold
UCC,680210,SAFE DEPOSIT BOX RENTAL,SERVICE (excluded from matching)
UCC,680220,"CHECKING ACCOUNTS, OTHER BANK SERVICE CHARGES",SERVICE (excluded from matching)
UCC,680310,LIVE ENTERTAINMENT FOR CATERED AFFAIRS,SERVICE (excluded from matching)
UCC,680320,RENTAL OF PARTY SUPPLIES FOR CATERED AFFAIRS,SERVICE (excluded from matching)
UCC,680901,"CEMETERY LOTS, VAULTS, MAINTENANCE FEES",SERVICE (excluded from matching)
UCC,680902,ACCOUNTING FEES,No HS6 match found above confidence threshold
UCC,680903,MISCELLANEOUS PERSONAL SERVICES,SERVICE (excluded from matching)
UCC,680904,DATING SERVICES,SERVICE (excluded from matching)
UCC,690111,COMPUTERS AND COMPUTER HARDWARE FOR NONBUSINESS USE,No HS6 match found above confidence threshold
UCC,690113,REPAIR OF COMPUTER SYSTEMS FOR NONBUSINESS USE,SERVICE (excluded from matching)
UCC,690114,COMPUTER INFORMATION SERVICES (INTERNET),SERVICE (excluded from matching)
UCC,690116,INTERNET SERVICES AWAY FROM HOME,SERVICE (excluded from matching)
UCC,690117,PORTABLE MEMORY,No HS6 match found above confidence threshold
UCC,690119,COMPUTER SOFTWARE,No HS6 match found above confidence threshold
UCC,690230,BUSINESS EQUIPMENT FOR HOME USE,No HS6 match found above confidence threshold
UCC,690244,OTHER HOUSEHOLD APPLIANCES (RENTER),SERVICE (excluded from matching)
UCC,690310,INSTALLATION OF COMPUTER,SERVICE (excluded from matching)
UCC,690320,INSTALLATION OF TELEVISIONS,SERVICE (excluded from matching)
UCC,690330,INSTALLATION OF SATELLITE TELEVISION EQUIPMENT,SERVICE (excluded from matching)
UCC,690340,INSTALLATION OF SOUND SYSTEMS,SERVICE (excluded from matching)
UCC,690350,INSTALLATION OF OTHER VIDEO EQUIPMENT OR SOUND SYSTEMS,SERVICE (excluded from matching)
UCC,700110,"LIFE, ENDOWMENT, ANNUITY, OTHER PERSONAL INSURANCE",SERVICE (excluded from matching)
UCC,790430,SCHOOL LUNCHES,No HS6 match found above confidence threshold
UCC,790600,EXPENSES FOR OTHER PROPERTIES,No HS6 match found above confidence threshold
UCC,790690,CONSTRUCTION MATERIALS FOR JOBS NOT STARTED,No HS6 match found above confidence threshold
UCC,800111,ALIMONY EXPENDITURES,No HS6 match found above confidence threshold
UCC,800710,RENT AS PAY,SERVICE (excluded from matching)
UCC,800811,"GIFT TO NON-CU MEMBERS OF STOCKS, BONDS, AND MUTUAL FUND",No HS6 match found above confidence threshold
UCC,800841,CASH CONTRIBUTION TO EDUCATIONAL INSTITUTIONS,SERVICE (excluded from matching)
UCC,800931,DEDUCTIONS FOR PRIVATE PENSIONS,No HS6 match found above confidence threshold
UCC,800932,NON-PAYROLL DEPOSIT TO RETIREMENT PLANS,No HS6 match found above confidence threshold
UCC,800940,DEDUCTIONS FOR SOCIAL SECURITY,No HS6 match found above confidence threshold
UCC,850300,OTHER VEHICLE FINANCE CHARGES,SERVICE (excluded from matching)
UCC,880110,"INTEREST PAID, HOME EQUITY LINE OF CREDIT",SERVICE (excluded from matching)
UCC,880210,"INTEREST PAID, HOME EQUITY LINE OF CREDIT (OTHER",SERVICE (excluded from matching)
UCC,880310,"INTEREST PAID, HOME EQUITY LINE OF CREDIT",SERVICE (excluded from matching)
UCC,900002,OCCUPATIONAL EXPENSES,No HS6 match found above confidence threshold
