Classification,Code,Description,Parent Code,Level,IsBasicLevel
H5,430110,"Furskins; raw, of mink, whole, with or without head, tail or paws",4301,6,1
H5,430130,"Furskins; raw, of Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws",4301,6,1
H5,430160,"Furskins; raw, of fox, whole, with or without head, tail or paws",4301,6,1
H5,430180,"Furskins; raw, of animals n.e.c. in heading no. 4301, whole, with or without head, tail or paws (excluding goods of heading no. 4101, 4102 and 4103)",4301,6,1
H5,430190,"Furskins; raw, heads, tails, paws and other pieces or cuttings, suitable for furrier's use, excluding goods of heading no. 4101, 4102 and 4103",4301,6,1
H5,430211,"Furskins; tanned or dressed, of mink, whole, with or without head, tail or paws, not assembled",4302,6,1
H5,430219,"Furskins; tanned or dressed, whole, with or without head, tail or paws, not assembled, n.e.c. in heading no. 4302, excluding goods or heading no. 4303",4302,6,1
H5,430220,"Furskins; tanned or dressed, heads, tails, paws and other pieces or cuttings, not assembled, excluding goods of heading no. 4303",4302,6,1
H5,430230,"Furskins; tanned or dressed, whole skins and pieces or cuttings thereof, assembled, excluding goods of heading no. 4303",4302,6,1
H5,430310,Furskin articles; apparel and clothing accessories,4303,6,1
H5,430390,Furskin articles; other than apparel and clothing accessories,4303,6,1
H5,430400,"Fur, artificial; articles thereof",4304,6,1
H5,440111,"Wood; for fuel, in logs, in billets, in twigs, in faggots or similar forms, whether or not agglomerated, coniferous",4401,6,1
H5,440112,"Wood; for fuel, in logs, in billets, in twigs, in faggots or similar forms, whether or not agglomerated, non-coniferous",4401,6,1
H5,440121,"Wood; for fuel, in chips or particles, coniferous, whether or not agglomerated",4401,6,1
H5,440122,"Wood; for fuel, in chips or particles, non-coniferous, whether or not agglomerated",4401,6,1
H5,440131,"Wood; for fuel, sawdust and wood waste and scrap, agglomerated in logs, briquettes, pellets or similar forms; wood pellets",4401,6,1
H5,440139,"Wood; for fuel, sawdust and wood waste and scrap, agglomerated in logs, briquettes, pellets or similar forms; other than wood pellets",4401,6,1
H5,440140,"Wood; for fuel, sawdust and wood waste and scrap, not agglomerated",4401,6,1
H5,440210,"Wood; charcoal of bamboo (including shell or nut charcoal), whether or not agglomerated",4402,6,1
H5,440290,"Wood; charcoal of wood other than bamboo (including shell or nut charcoal), whether or not agglomerated",4402,6,1
H5,440311,"Wood; coniferous species, in the rough, whether or not stripped of bark or sapwood, or roughly squared; treated with paint, stains, creosote or other preservatives",4403,6,1
H5,440312,"Wood; non-coniferous species, in the rough, whether or not stripped of bark or sapwood, or roughly squared; treated with paint, stains, creosote or other preservatives",4403,6,1
H5,440321,"Wood; coniferous species, of pine (Pinus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is 15 cm or more",4403,6,1
H5,440322,"Wood; coniferous species, of pine (Pinus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm",4403,6,1
H5,440323,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is 15 cm or more",4403,6,1
H5,440324,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm",4403,6,1
H5,440325,"Wood; coniferous species n.e.c in headings 4403.21 or 4403.23, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is 15 cm or more",4403,6,1
H5,440326,"Wood; coniferous species n.e.c in headings 4403.22 or 4403.24, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm",4403,6,1
H5,440341,"Wood, tropical; as specified in Subheading Note 2 to this Chapter, dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",4403,6,1
H5,440349,"Wood, tropical; other than dark red meranti, light red meranti and meranti bakau, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",4403,6,1
H5,440391,"Wood; oak, in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",4403,6,1
H5,440393,"Wood; of beech (Fagus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is 15 cm or more",4403,6,1
H5,440394,"Wood; of beech (Fagus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm",4403,6,1
H5,440395,"Wood; of birch (Betula spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is 15 cm or more",4403,6,1
H5,440396,"Wood; of birch (Betula spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm",4403,6,1
H5,440397,"Wood; of poplar and aspen (Populus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",4403,6,1
H5,440398,"Wood; of eucalyptus (Eucalyptus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated",4403,6,1
H5,440399,"Wood; in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, n.e.c. in heading no. 4403",4403,6,1
H5,440410,"Wood; coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise; sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent; chipwood etc, hoopwood",4404,6,1
H5,440420,"Wood; non-coniferous, split poles, piles, pickets, stakes, pointed but not sawn lengthwise; sticks for umbrellas, tool handles etc, roughly trimmed but not turned or bent; chipwood etc, hoopwood",4404,6,1
H5,440500,Wood; wood wool and wood flour,4405,6,1
H5,440611,"Wood; railway or tramway sleepers (cross-ties), not impregnated, coniferous",4406,6,1
H5,440612,"Wood; railway or tramway sleepers (cross-ties), not impregnated, non-coniferous",4406,6,1
H5,440691,"Wood; railway or tramway sleepers (cross-ties), impregnated, coniferous",4406,6,1
H5,440692,"Wood; railway or tramway sleepers (cross-ties), impregnated, non-coniferous",4406,6,1
H5,440711,"Wood; coniferous species, of pine (Pinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",4407,6,1
H5,440712,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",4407,6,1
H5,440719,"Wood; coniferous species, other than of pine (Pinus spp.) or fir (Abies spp.) or spruce (Picea spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6mm",4407,6,1
H5,440721,"Wood, tropical; as specified in Subheading Note 2 to this Chapter, mahogany (Swietenia spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",4407,6,1
H5,440722,"Wood, tropical; virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",4407,6,1
H5,440725,"Wood, tropical; dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",4407,6,1
H5,440726,"Wood, tropical; white lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",4407,6,1
H5,440727,"Wood, tropical; sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",4407,6,1
H5,440728,"Wood, tropical; iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",4407,6,1
H5,440729,"Wood, tropical, n.e.c. in item no. 4407.2, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6mm",4407,6,1
H5,440791,"Wood; oak (Quercus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",4407,6,1
H5,440792,"Wood; beech (Fagus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",4407,6,1
H5,440793,"Wood; maple (Acer spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",4407,6,1
H5,440794,"Wood; cherry (Prunus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",4407,6,1
H5,440795,"Wood; ash (Fraxinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",4407,6,1
H5,440796,"Wood; of birch (Betula spp.), sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed",4407,6,1
H5,440797,"Wood; of poplar and aspen (Populus spp.), sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed",4407,6,1
H5,440799,"Wood; sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed, n.e.c. in heading no. 4407",4407,6,1
H5,440810,"Wood; coniferous, sheets for veneering (including those obtained by slicing laminated wood), for plywood or similar laminated wood and other wood, sawn lengthwise, sliced or peeled, planed or not, sanded, spliced or end-jointed, not over 6 mm thick",4408,6,1
H5,440831,"Wood, tropical; as specified in Subheading Note 2 to this Chapter, dark red meranti, light red meranti, meranti bakau, sheets for veneer, plywood or other wood, sawn lengthwise, sliced or peeled, planed or not, sanded or end-jointed, not thicker than 6mm",4408,6,1
H5,440839,"Wood, of tropical wood; as in Subheading note 2 to this Chapter, n.e.c. in heading no. 4408.31, sheets for veneer or plywood, other wood sawn length wise, sliced or peeled, whether or not planed, sanded or end-jointed, not thicker than 6mm",4408,6,1
H5,440890,"Wood; n.e.c. in heading no. 4408, sheets for veneer or plywood, other wood sawn lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, not exceeding 6mm in thickness",4408,6,1
H5,440910,"Wood; coniferous (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",4409,6,1
H5,440921,"Wood; bamboo (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",4409,6,1
H5,440922,"Wood; tropical (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",4409,6,1
H5,440929,"Wood; non-coniferous, other than bamboo or tropical wood, (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",4409,6,1
H5,441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances",4410,6,1
H5,441012,"Oriented strand board (OSB) of wood, whether or not agglomerated with resins or other organic binding substances",4410,6,1
H5,441019,"Wafer board and similar board of wood n.e.c. in item no. 4410.1, whether or not agglomerated with resins or other organic binding substances",4410,6,1
H5,441090,"Particle board, oriented strand board (OSB) and similar board of ligneous materials other than wood, whether or not agglomerated with resins or other organic binding substances",4410,6,1
H5,441112,"Medium density fibreboard (MDF), of a thickness not exceeding 5 mm",4411,6,1
H5,441113,"Medium density fibreboard (MDF), of a thickness exceeding 5 mm but not exceeding 9 mm",4411,6,1
H5,441114,"Medium density fibreboard (MDF), of a thickness exceeding 9 mm",4411,6,1
H5,441192,"Fibreboard (other than MDF) of a density exceeding 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances",4411,6,1
H5,441193,"Fibreboard (other than MDF) of a density exceeding 0.5g/cm3 but not 0.8g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances",4411,6,1
H5,441194,"Fibreboard (other than MDF) of a density not exceeding 0.5g/cm3, of wood or other ligneous materials, bonded or not with resins or other organic substances",4411,6,1
H5,441210,"Plywood, veneered panels and similar laminated wood; of bamboo",4412,6,1
H5,441231,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of tropical wood",4412,6,1
H5,441233,"Plywood; with sheets of wood only; not bamboo; each ply 6mm or less, with at least one outer ply of alder, ash, beech, birch, cherry, chestnut, elm, eucalyptus, hickory, horse chestnut, lime, maple, oak, plane, poplar, aspen, robinia, tulipwood or walnut",4412,6,1
H5,441234,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of non-coniferous wood not listed in subheading 4412.33",4412,6,1
H5,441239,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with both outer plies of coniferous wood",4412,6,1
H5,441294,"Blockboard, laminboard and battenboard (not bamboo, and other than plywood consisting only of sheets of wood each ply 6mm or thinner)",4412,6,1
H5,441299,"Plywood, veneered panels and similar laminated wood (other than blockboard, laminboard and battenboard, other than of bamboo, and other than plywood consisting only of sheets of wood each ply 6mm or thinner)",4412,6,1
H5,441300,"Wood; densified wood, in blocks, plates, strips or profile shapes",4413,6,1
H5,441400,"Wooden frames; for paintings, photographs, mirrors or similar objects",4414,6,1
H5,441510,"Wood; cases, boxes, crates, drums, similar packings and cable-drums",4415,6,1
H5,441520,"Wood; pallets, box pallets and other load boards; pallet collars",4415,6,1
H5,441600,"Wood; casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves",4416,6,1
H5,441700,"Wood; tools, tool bodies, tool handles, broom or brush bodies and handles, boot and shoe lasts and trees, of wood",4417,6,1
H5,441810,"Wood; windows, French-windows and their frames",4418,6,1
H5,441820,Wood; doors and their frames and thresholds,4418,6,1
H5,441840,Wood; shuttering for concrete constructional work,4418,6,1
H5,441850,Wood; shingles and shakes,4418,6,1
H5,441860,Wood; posts and beams,4418,6,1
H5,441873,"Wood; assembled flooring panels, of bamboo or with at least the top layer (wear layer) of bamboo",4418,6,1
H5,441874,"Wood; assembled flooring panels, not of bamboo or with at least the top layer (wear layer) of bamboo, for mosaic floors",4418,6,1
H5,441875,"Wood; assembled flooring panels, not of bamboo or with at least the top layer (wear layer) of bamboo, multilayer",4418,6,1
H5,441879,"Wood; assembled flooring panels, n.e.c in headings 4418.73, 4418.74 or 4418.75",4418,6,1
H5,441891,"Wood; builders' joinery and carpentry of wood n.e.c. in heading no. 4418, of bamboo",4418,6,1
H5,441899,"Wood; builders' joinery and carpentry of wood n.e.c. in heading no. 4418, other than of bamboo",4418,6,1
H5,441911,"Tableware and kitchenware, of wood; of bamboo, bread boards, chopping boards and similar boards",4419,6,1
H5,441912,"Tableware and kitchenware, of wood; of bamboo, chopsticks",4419,6,1
H5,441919,"Tableware and kitchenware, of wood; of bamboo, n.e.c. in heading 4419",4419,6,1
H5,441990,"Tableware and kitchenware, of wood; not of bamboo",4419,6,1
H5,442010,Wood; statuettes and other ornaments of wood,4420,6,1
H5,442090,"Wood; marquetry and inlaid wood, caskets and cases for jewellery or cutlery and similar articles of wood, wooden articles of furniture not falling in chapter 94",4420,6,1
H5,442110,Wood; clothes hangers,4421,6,1
H5,442191,"Wood; of bamboo, articles n.e.c. in heading no. 4414 to 4420 (excluding clothes hangers)",4421,6,1
H5,442199,"Wood; not of bamboo, articles n.e.c. in heading no. 4414 to 4420 (excluding clothes hangers)",4421,6,1
H5,450110,"Cork; natural cork, raw or simply prepared",4501,6,1
H5,450190,"Cork; waste cork, crushed, granulated or ground cork",4501,6,1
H5,450200,"Cork; natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",4502,6,1
H5,450310,"Cork; corks and stoppers, of natural cork",4503,6,1
H5,450390,Cork; articles of natural cork other than corks and stoppers,4503,6,1
H5,450410,"Cork; blocks, plates, sheets and strip, tiles of any shape, solid cylinders (including discs), of agglomerated cork (with or without a binding substance)",4504,6,1
H5,450490,"Cork; articles of agglomerated cork (with or without a binding substance), n.e.c. in heading no. 4504",4504,6,1
H5,460121,"Plaiting materials, plaits and similar products of plaiting materials; mats, matting and screens, of bamboo",4601,6,1
H5,460122,"Plaiting materials, plaits and similar products of plaiting materials; mats, matting and screens, of rattan",4601,6,1
H5,460129,"Plaiting materials, plaits and similar products of plaiting materials; mats, matting and screens, of vegetable materials other than bamboo or rattan",4601,6,1
H5,460192,"Plaiting materials, plaits and similar products of plaiting materials; (not mats, matting or screens), of bamboo",4601,6,1
H5,460193,"Plaiting materials, plaits and similar products of plaiting materials; (not mats, matting or screens), of rattan",4601,6,1
H5,460194,"Plaiting materials, plaits and similar products of plaiting materials; (not mats, matting or screens), of vegetable materials other than bamboo or rattan",4601,6,1
H5,460199,"Plaiting materials, plaits and similar products of plaiting materials; products of non-vegetable materials",4601,6,1
H5,460211,"Basketwork, wickerwork and other articles; of bamboo, made directly to shape from plaiting materials or made up from goods of heading no. 4601",4602,6,1
H5,460212,"Basketwork, wickerwork and other articles; of rattan, made directly to shape from plaiting materials or made up from goods of heading no. 4601",4602,6,1
H5,460219,"Basketwork, wickerwork and other articles; of vegetable materials (not bamboo or rattan), made directly to shape from plaiting materials or made up from goods of heading no. 4601; articles of loofah",4602,6,1
H5,460290,"Basketwork, wickerwork and other articles; of non-vegetable materials, made directly to shape from plaiting materials or made up from goods of heading no. 4601",4602,6,1
H5,470100,Wood pulp; mechanical wood pulp,4701,6,1
H5,470200,"Wood pulp; chemical wood pulp, dissolving grades",4702,6,1
H5,470311,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of coniferous wood",4703,6,1
H5,470319,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of non-coniferous wood",4703,6,1
H5,470321,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of coniferous wood",4703,6,1
H5,470329,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood",4703,6,1
H5,470411,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of coniferous wood",4704,6,1
H5,470419,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of non-coniferous wood",4704,6,1
H5,470421,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of coniferous wood",4704,6,1
H5,470429,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood",4704,6,1
H5,470500,Wood pulp; obtained by a combination of mechanical and chemical pulping processes,4705,6,1
H5,470610,Pulp; cotton linters pulp,4706,6,1
H5,470620,Pulp; of fibres derived from recovered (waste and scrap) paper or paperboard,4706,6,1
H5,470630,Pulp; of bamboo,4706,6,1
H5,470691,"Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, mechanical",4706,6,1
H5,470692,"Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, chemical",4706,6,1
H5,470693,"Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, obtained by a combination of mechanical and chemical processes",4706,6,1
H5,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or corrugated paper or paperboard",4707,6,1
H5,470720,"Paper or paperboard; waste and scrap, paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass",4707,6,1
H5,470730,"Paper or paperboard; waste and scrap, paper or paperboard made mainly of mechanical pulp (e.g. newspapers, journals and similar printed matter)",4707,6,1
H5,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.c. in heading no. 4707 and of unsorted waste and scrap",4707,6,1
H5,480100,"Newsprint; made of fibres obtained essentially by a chemi-mechanical process or of a weight, per m2, of more than 57g but not more than 65g, in rolls or sheets",4801,6,1
H5,480210,Hand-made paper or paperboard,4802,6,1
H5,480220,"Uncoated paper and paperboard (not 4801 or 4803); of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard, in rolls or sheets",4802,6,1
H5,480240,"Uncoated paper and paperboard (not 4801 or 4803); wallpaper base, in rolls or sheets",4802,6,1
H5,480254,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing less than 40g/m2, in rolls or sheets",4802,6,1
H5,480255,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing 40g/m2 to 150g/m2, in rolls",4802,6,1
H5,480256,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weight 40-150g/m2, in sheets 435mm or less by 297mm or less (unfolded)",4802,6,1
H5,480257,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weight 40-150g/m2, n.e.c. in item no. 4802.55 or 4802.56",4802,6,1
H5,480258,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing more than 150g/m2",4802,6,1
H5,480261,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, in rolls",4802,6,1
H5,480262,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, in sheets 435mm or less by 297mm or less (unfolded)",4802,6,1
H5,480269,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, other than rolls, other than sheets 435mm or less by 297mm or less (unfolded)",4802,6,1
H5,480300,"Tissue, towel, napkin stock or similar; for household or sanitary use, cellulose, wadding webs of cellulose fibres, in rolls exceeding 36cm in width or rectangular sheets with one side more than 36cm in unfolded state",4803,6,1
H5,480411,"Kraft paper and paperboard; kraftliner, uncoated, unbleached, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6,1
H5,480419,"Kraft paper and paperboard; kraftliner, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6,1
H5,480421,"Kraft paper and paperboard; sack kraft paper, uncoated, unbleached, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6,1
H5,480429,"Kraft paper and paperboard; sack kraft paper, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6,1
H5,480431,"Kraft paper and paperboard; uncoated, unbleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6,1
H5,480439,"Kraft paper and paperboard; uncoated, bleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6,1
H5,480441,"Kraft paper and paperboard; uncoated, unbleached, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6,1
H5,480442,"Kraft paper and paperboard; uncoated, weight between 150 and 225g/m2, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets",4804,6,1
H5,480449,"Kraft paper and paperboard; uncoated, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, n.e.c. in item no. 4804.4, other than that of heading no. 4802 or 4803",4804,6,1
H5,480451,"Kraft paper and paperboard; uncoated, unbleached, weight 225g/m2 or more, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6,1
H5,480452,"Kraft paper and paperboard; uncoated, weight 225g/m2 or more, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets",4804,6,1
H5,480459,"Kraft paper and paperboard; uncoated, weight 225g/m2 or more, in rolls or sheets, n.e.c. in item no. 4804.5, other than that of heading no. 4802 or 4803",4804,6,1
H5,480511,"Paper and paperboard; uncoated, semi-chemical fluting paper, rolls or sheets",4805,6,1
H5,480512,"Paper and paperboard; uncoated, straw fluting paper, rolls or sheets",4805,6,1
H5,480519,"Paper and paperboard; uncoated, fluting paper other than semi-chemical or straw, rolls or sheets",4805,6,1
H5,480524,"Paper & paperboard; uncoated, testliner (recycled linerboard), weight 150g/m2, or less, in rolls or sheets",4805,6,1
H5,480525,"Paper & paperboard; uncoated, testliner (recycled linerboard), weight over 150g/m2, in rolls or sheets",4805,6,1
H5,480530,"Paper and paperboard; sulphite wrapping paper, uncoated, in rolls or sheets",4805,6,1
H5,480540,"Paper and paperboard; filter paper and paperboard, uncoated, in rolls or sheets",4805,6,1
H5,480550,"Paper and paperboard; felt paper and paperboard, uncoated, in rolls or sheets",4805,6,1
H5,480591,"Paper and paperboard; uncoated, weight 150g/m2 or less, in rolls or sheets, n.e.c. in heading no.4805",4805,6,1
H5,480592,"Paper and paperboard; uncoated, weight more than 150g/m2 but less than 225 g/m2, in rolls or sheets, n.e.c. in heading no. 4805",4805,6,1
H5,480593,"Paper and paperboard; uncoated, weight 225/m2 or more, in rolls or sheets, n.e.c. in heading no. 4805",4805,6,1
H5,480610,"Paper; vegetable parchment, in rolls or sheets",4806,6,1
H5,480620,"Paper; greaseproof papers, in rolls or sheets",4806,6,1
H5,480630,"Paper; tracing papers, in rolls or sheets",4806,6,1
H5,480640,"Paper; glassine and other glazed transparent or translucent papers, in rolls or sheets",4806,6,1
H5,480700,"Paper and paperboard; composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets",4807,6,1
H5,480810,"Paper and paperboard; corrugated, whether or not perforated, in rolls or sheets, other than paper of heading 4803",4808,6,1
H5,480840,"Paper and paperboard; kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls or sheets, other than paper of heading 4803",4808,6,1
H5,480890,"Paper and paperboard; other than corrugated (with or without glued flat surface sheets) or kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls or sheets, other than paper of heading 4803",4808,6,1
H5,480920,"Paper; self-copy paper, whether or not printed, in rolls or sheets",4809,6,1
H5,480990,"Paper; carbon paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets",4809,6,1
H5,481013,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing & writing, graphics, containing no, or not more than 10% by weight of total fibres obtained by mechanical or chemi-mechanical process, in rolls",4810,6,1
H5,481014,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got mechanical/chemi-mechanical process, sheets, sides 435mm or less by 297mm or less, unfolded,",4810,6,1
H5,481019,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got by mechanical/chemi-mechanical process, sides exceeding 435mm and 297mm, unfolded, sheets",4810,6,1
H5,481022,"Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanical or chemi-mechanical processed fibres, for writing, printing or other graphic purposes, light-weight coated paper, in rolls or sheets",4810,6,1
H5,481029,"Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanically processed fibres, (excluding light-weight paper), for writing, printing or other graphic purposes, in rolls or sheets",4810,6,1
H5,481031,"Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight 150g/m2 or less, for non-graphic purposes, in rolls or sheets",4810,6,1
H5,481032,"Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight more than 150g/m2, for non-graphic purposes, in rolls or sheets",4810,6,1
H5,481039,"Kraft paper and paperboard; coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in item no. 4810.31 and 4810.32, in rolls or sheets",4810,6,1
H5,481092,"Paper and paperboard; multi-ply, coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in heading no. 4810, in rolls or sheets",4810,6,1
H5,481099,"Paper and paperboard; coated with inorganic substances only, whether or not surface-coloured, surface-decorated or printed, n.e.c. in heading no. 4810, in rolls or sheets",4810,6,1
