Classification,Code,Description,Parent Code,Level,IsBasicLevel
H5,481110,"Paper and paperboard; tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",4811,6,1
H5,481141,"Paper and paperboard; self-adhesive, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",4811,6,1
H5,481149,"Paper and paperboard; gummed or adhesive paper and paperboard (excluding self-adhesive), in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",4811,6,1
H5,481151,"Paper and paperboard; coated, impregnated or covered with plastics (excluding adhesives), bleached, weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810",4811,6,1
H5,481159,"Paper and paperboard; coated, impregnated or covered with plastics (excluding adhesives), other than bleached and weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810",4811,6,1
H5,481160,"Paper and paperboard; coated or impregnated with wax, paraffin wax, stearin, oil or glycerol, other than goods of heading no. 4803, 4809, or 4810",4811,6,1
H5,481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose fibres; coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, in rolls or sheets",4811,6,1
H5,481200,"Paper pulp; filter blocks, slabs and plates of paper pulp",4812,6,1
H5,481310,"Paper, cigarette; in the form of booklets or tubes",4813,6,1
H5,481320,"Paper, cigarette; in rolls of a width not exceeding 5cm",4813,6,1
H5,481390,"Paper, cigarette; (other than in rolls of a width not exceeding 5cm, or in booklets or tubes)",4813,6,1
H5,481420,"Wallpaper and similar wall coverings; coated or covered on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics",4814,6,1
H5,481490,Wallpaper and similar wall coverings and window transparencies of paper; n.e.c. in heading 4814,4814,6,1
H5,481620,"Paper; self-copy paper (other than those of heading no. 4809), whether or not put up in boxes",4816,6,1
H5,481690,"Paper; carbon paper and other copying or transfer papers (other than those of heading no. 4809), n.e.c. in item no. 4816.20",4816,6,1
H5,481710,Paper and paperboard; envelopes,4817,6,1
H5,481720,"Paper and paperboard; letter cards, plain postcards and correspondence cards",4817,6,1
H5,481730,"Paper and paperboard; boxes, pouches, wallets and writing compendiums containing an assortment of paper stationery",4817,6,1
H5,481810,Paper articles; toilet paper,4818,6,1
H5,481820,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",4818,6,1
H5,481830,"Paper articles; tablecloths and serviettes, of paper, cellulose wadding or fibres",4818,6,1
H5,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",4818,6,1
H5,481890,"Paper articles; articles of paper, cellulose wadding or fibres, n.e.c. in heading no. 4818",4818,6,1
H5,481910,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",4819,6,1
H5,481920,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard",4819,6,1
H5,481930,"Paper and paperboard; sacks and bags of paper, paperboard, cellulose wadding or fibres, having a base of a width of 40cm or more",4819,6,1
H5,481940,"Paper and paperboard; sacks and bags, including cones, of paper, paperboard, cellulose wadding or fibres, having a base width less than 40cm",4819,6,1
H5,481950,"Paper and paperboard; packing containers, including record sleeves, of paper, paperboard, cellulose wadding or fibres, n.e.c. in heading no. 4819",4819,6,1
H5,481960,"Paper and paperboard; box files, letter trays, storage boxes and similar articles, used in offices, shops or the like of paper, paperboard, cellulose wadding or webs of cellulose fibres",4819,6,1
H5,482010,"Paper and paperboard; registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles",4820,6,1
H5,482020,Paper and paperboard; exercise books,4820,6,1
H5,482030,"Paper and paperboard; binders, folders and file covers",4820,6,1
H5,482040,Paper and paperboard; manifold business forms and interleaved carbon sets,4820,6,1
H5,482050,Paper and paperboard; albums for samples or for collections,4820,6,1
H5,482090,Paper or paperboard; stationery n.e.c. in heading no. 4820,4820,6,1
H5,482110,"Paper and paperboard; labels or all kinds, printed",4821,6,1
H5,482190,"Paper and paperboard; labels of all kinds, unprinted",4821,6,1
H5,482210,"Paper pulp, paper or paperboard; bobbins, spools, cops and similar supports, of a kind used for winding textile yarn (whether or not perforated or hardened)",4822,6,1
H5,482290,"Paper pulp, paper or paperboard; bobbins, spools, cops and similar supports, other than of a kind used for winding textile yarn (whether or not perforated or hardened)",4822,6,1
H5,482320,Paper and paperboard; filter paper and paperboard,4823,6,1
H5,482340,"Paper and paperboard; rolls, sheets and dials, printed for self-recording apparatus",4823,6,1
H5,482361,"Paper and paperboard; trays, dishes, plates, cups and the like, of bamboo paper or paperboard",4823,6,1
H5,482369,"Paper and paperboard; trays, dishes, plates, cups and the like, of paper or paperboard other than of bamboo",4823,6,1
H5,482370,Paper pulp; moulded or pressed articles or paper pulp,4823,6,1
H5,482390,"Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres; articles n.e.c. in heading no. 4823",4823,6,1
H5,490110,"Printed matter; in single sheets, whether or not folded",4901,6,1
H5,490191,"Printed matter; dictionaries, encyclopaedias and serial instalments thereof",4901,6,1
H5,490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",4901,6,1
H5,490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",4902,6,1
H5,490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",4902,6,1
H5,490300,"Printed matter; children's picture, drawing or colouring books",4903,6,1
H5,490400,"Music; printed or in manuscript, whether or not bound or illustrated",4904,6,1
H5,490510,Globes; printed,4905,6,1
H5,490591,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",4905,6,1
H5,490599,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",4905,6,1
H5,490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",4906,6,1
H5,490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",4907,6,1
H5,490810,"Printed matter; transfers (decalcomanias), vitrifiable",4908,6,1
H5,490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",4908,6,1
H5,490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",4909,6,1
H5,491000,"Calendars; printed, of any kind, including calendar blocks",4910,6,1
H5,491110,"Printed matter; trade advertising material, commercial catalogues and the like",4911,6,1
H5,491191,"Printed matter; pictures, designs and photographs, n.e.c. in item no. 4911.10",4911,6,1
H5,491199,Printed matter; n.e.c. in heading no. 4911,4911,6,1
H5,500100,Silk; silk-worm cocoons suitable for reeling,5001,6,1
H5,500200,Silk; raw silk (not thrown),5002,6,1
H5,500300,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)",5003,6,1
H5,500400,"Silk; yarn (other than yarn spun from silk waste), not put up for retail sale",5004,6,1
H5,500500,"Silk; yarn spun from silk waste, not put up for retail sale",5005,6,1
H5,500600,"Silk yarn and yarn spun from silk waste; put up for retail sale, and silk-worm gut",5006,6,1
H5,500710,Silk; woven fabrics of noil silk,5007,6,1
H5,500720,"Silk; woven fabrics, containing 85% or more by weight of silk or of silk waste other than noil silk",5007,6,1
H5,500790,Silk; woven fabrics n.e.c. in heading no. 5007,5007,6,1
H5,510111,"Wool; (not carded or combed), greasy (including fleece-washed wool), shorn",5101,6,1
H5,510119,"Wool; (other than shorn), greasy (including fleece-washed wool), not carded or combed",5101,6,1
H5,510121,"Wool; (not carded or combed), degreased, (not carbonised), shorn",5101,6,1
H5,510129,"Wool; (not carded or combed), degreased, (not carbonised), (other than shorn)",5101,6,1
H5,510130,"Wool; (not carded or combed), carbonised",5101,6,1
H5,510211,"Hair; fine animal hair, not carded or combed, of kashmir (cashmere) goats",5102,6,1
H5,510219,"Hair; fine animal hair, not carded or combed, other than of kashmir (cashmere) goats",5102,6,1
H5,510220,"Hair; coarse animal hair, not carded or combed",5102,6,1
H5,510310,"Wool and hair; noils of wool or of fine animal hair, including yarn waste, but excluding garnetted stock",5103,6,1
H5,510320,"Wool and hair; waste of wool or of fine animal hair, including yarn waste, but excluding garnetted stock and noils of wool or of fine animal hair",5103,6,1
H5,510330,"Wool and hair; waste of coarse animal hair, including yarn waste, but excluding garnetted stock",5103,6,1
H5,510400,Wool and hair; garnetted stock of wool or of fine or coarse animal hair,5104,6,1
H5,510510,Wool; carded,5105,6,1
H5,510521,"Wool; wool tops and other combed wool, in fragments",5105,6,1
H5,510529,"Wool; wool tops and other combed wool, other than in fragments",5105,6,1
H5,510531,"Hair; fine animal hair, carded or combed, of kashmir (cashmere) goats",5105,6,1
H5,510539,"Hair; fine animal hair, carded or combed, other than of kashmir (cashmere) goats",5105,6,1
H5,510540,"Hair; coarse animal hair, carded or combed",5105,6,1
H5,510610,"Yarn; of carded wool, containing 85% or more by weight of wool, not put up for retail sale",5106,6,1
H5,510620,"Yarn; of carded wool, containing less than 85% by weight of wool, not put up for retail sale",5106,6,1
H5,510710,"Yarn; of combed wool, containing 85% or more by weight of wool, not put up for retail sale",5107,6,1
H5,510720,"Yarn; of combed wool, containing less than 85% by weight of wool, not put up for retail sale",5107,6,1
H5,510810,"Yarn; of fine animal hair, carded, not put up for retail sale",5108,6,1
H5,510820,"Yarn; of fine animal hair, combed, not put up for retail sale",5108,6,1
H5,510910,"Yarn; of wool or of fine animal hair, containing 85% or more by weight of wool or fine animal hair, put up for retail sale",5109,6,1
H5,510990,"Yarn; of wool or of fine animal hair, containing less than 85% by weight of wool or fine animal hair, put up for retail sale",5109,6,1
H5,511000,"Yarn; of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale",5110,6,1
H5,511111,"Fabrics, woven; of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight not exceeding 300g/m2",5111,6,1
H5,511119,"Fabrics, woven; of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight exceeding 300g/m2",5111,6,1
H5,511120,"Fabrics, woven; of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments",5111,6,1
H5,511130,"Fabrics, woven; of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made staple fibres",5111,6,1
H5,511190,"Fabrics, woven; of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with fibres n.e.c. in heading no. 5111",5111,6,1
H5,511211,"Fabrics, woven; of combed wool or combed fine animal hair, containing 85% or more by weight of wool or fine animal hair, of a weight not exceeding 200g/m2",5112,6,1
H5,511219,"Fabrics, woven; of combed wool or combed fine animal hair, containing 85% or more by weight of wool or fine animal hair, of a weight exceeding 200g/m2",5112,6,1
H5,511220,"Fabrics, woven; of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments",5112,6,1
H5,511230,"Fabrics, woven; of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made staple fibres",5112,6,1
